State,City,Country,latitude,longitude
Massachusetts,Hull,US,42.3020436,-70.9078243
,Hull,UK,53.76238625,-0.3301213755327681
Massachusetts,Hyde Park,US,42.2556543,-71.1244963
,Hyde Park,UK,51.5074889,-0.1622074056037135
Massachusetts,Ipswich,US,42.679273,-70.8411583
,Ipswich,UK,52.0579324,1.1528095
Massachusetts,Islington,US,42.2210526,-71.1839494
,Islington,UK,51.5384287,-0.0999051
Massachusetts,Kingston,US,41.9945473,-70.7244822
,Kingston,UK,52.1791855,-0.0321477
Massachusetts,Leeds,US,42.3543687,-72.7010568
,Leeds,UK,53.7974185,-1.5437941
Massachusetts,Lancaster,US,42.4569773,-71.6731246
,Lancaster,UK,54.0484068,-2.7990345
Massachusetts,Leicester,US,42.2459002,-71.9081505
,Leicester,UK,52.6362,-1.1331969
Massachusetts,Leominster,US,42.5267443,-71.7614891
,Leominster,UK,52.2273558,-2.7375333
Massachusetts,Lexington,US,42.4473175,-71.2245003
,Lexington,UK,51.5576818,-0.27783920100609966
Massachusetts,Lincoln,US,42.4259283,-71.3039469
,Lincoln,UK,53.2293545,-0.5404819
Massachusetts,Ludlow,US,42.1589979,-72.4803259
,Ludlow,UK,52.3679896,-2.7193114
Massachusetts,Lynn,US,42.466763,-70.9494939
,Lynn,UK,52.7538673,0.3954774
Massachusetts,Malden,US,42.4268484,-71.0683741
,Malden,UK,52.86017905,-1.3856875590223354
Massachusetts,Manchester,US,42.577873,-70.7689354
,Manchester,UK,53.4794892,-2.2451148
Massachusetts,Mansfield,US,42.0334326,-71.2189405
,Mansfield,UK,53.1443785,-1.1964165
Massachusetts,Marlborough,US,42.3459271,-71.5522874
,Marlborough,UK,51.420633,-1.7251743451994652
Massachusetts,Marshfield,US,42.091769,-70.7055941
,Marshfield,UK,51.4626364,-2.3185538
Massachusetts,Medford,US,42.4184296,-71.1061639
,Medford,UK,50.78276615,-1.082851019057747
Massachusetts,Medway,US,42.1417641,-71.3967256
,Medway,UK,51.4157386,0.5687308512408333
Massachusetts,Middleborough,US,41.8931576,-70.9111517
,Middleborough,UK,51.89308725,0.8941977999999999
Massachusetts,Middlesex County,US,42.485452,-71.3968261
,Middlesex County,UK,51.5957222,-0.1864771293204509
Massachusetts,Milford,US,42.1428913,-71.5164618
,Milford,UK,54.3334328,-6.6820317
Massachusetts,Milton,US,42.2501425,-71.065573
,Milton,UK,52.2422961,0.1604726
Massachusetts,Needham,US,42.2802645,-71.2360624
,Needham,UK,52.3876956,1.2729707
Massachusetts,Newbury,US,42.7664975,-70.8458022
,Newbury,UK,51.4020243,-1.3242212
Massachusetts,New Ashford,US,42.6048767,-73.2394
,New Ashford,UK,51.13726925,0.8900495075454514
Massachusetts,New Bedford,US,41.6362152,-70.934205
,New Bedford,UK,52.57359974112731,0.33004068842285533
Massachusetts,Newton,US,42.3370414,-71.2092214
,Newton,UK,52.0322303,0.7943311
Massachusetts,Norfolk,US,42.1538607,-71.1828015
,Norfolk,UK,52.666667,1.0
Massachusetts,Norfolk County,US,42.1538607,-71.1828015
,Norfolk County,UK,52.6152115,1.3071899
Massachusetts,Northampton,US,42.3178989,-72.6311006
,Northampton,UK,52.23433665,-0.9028072768185829
Massachusetts,Norton,US,41.9667666,-71.1869939
,Norton,UK,54.1324141,-0.7854029
Massachusetts,Norwood,US,42.194543,-71.1994976
,Norwood,UK,53.974458299999995,-1.6765655534515567
Massachusetts,Oakham,US,42.3548509,-72.0434661
,Oakham,UK,52.66666035,-0.7499676404569892
Massachusetts,Oxford,US,42.1170157,-71.8644387
,Oxford,UK,51.7520131,-1.2578499
Massachusetts,Petersham,US,42.4883684,-72.1865591
,Petersham,UK,51.4436913,-0.3052934
Massachusetts,Plymouth,US,41.9426657,-70.7618592
,Plymouth,UK,50.3714122,-4.1424451
Massachusetts,Plymouth Beach,US,41.9697891,-70.64416160127493
Massachusetts,Plymouth Center,US,41.9600375,-70.6680938
Massachusetts,Plymouth County,US,41.9426657,-70.7618592
,Plymouth County,UK,53.2685146,-3.289129431969619
Massachusetts,North Plymouth,US,41.9709365,-70.6828139
,North Plymouth,UK,50.396256449999996,-4.185810418190114
Massachusetts,South Plymouth,US,41.88468295,-70.61541537606941
,South Plymouth,UK,50.385201800000004,-4.020183000000002
Massachusetts,West Plymouth,US,41.9441049,-70.7117874
,West Plymouth,UK,53.46222706984553,-2.2114484796844796
Massachusetts,Plympton,US,41.9528802,-70.8144837
,Plympton,UK,50.3898235,-4.0585654
Massachusetts,Raynham,US,41.9487118,-71.0731008
,Raynham,UK,52.792330899999996,0.7836346771266094
Massachusetts,Reading,US,42.5260297,-71.1020262
,Reading,UK,51.4564242,-0.9700664
Massachusetts,Rochester,US,41.7317247,-70.820299
,Rochester,UK,51.3883811,0.504925
Massachusetts,Rowley,US,42.7136977,-70.8818364
,Rowley,UK,53.7809604,-0.5197019
Massachusetts,Rutland,US,42.3767722,-71.9543851
,Rutland,UK,52.6423036,-0.6632643077026672
Massachusetts,Salisbury,US,42.8417577,-70.8606083
,Salisbury,UK,51.0690613,-1.7954134
Massachusetts,Sandwich,US,41.7579043,-70.4968152
,Sandwich,UK,51.2752527,1.3408309
Massachusetts,Sheffield,US,42.110474,-73.3533365
,Sheffield,UK,53.3806626,-1.4702278
Massachusetts,Shrewsbury,US,42.2960187,-71.71351
,Shrewsbury,UK,52.707755,-2.7540658
Massachusetts,Somerset,US,41.7695463,-71.128656
,Somerset,UK,51.161750850000004,-3.0753867062227487
Massachusetts,Southampton,US,42.2294201,-72.7296262
,Southampton,UK,50.9025349,-1.404189
Massachusetts,Springfield,US,42.1018764,-72.5886727
,Springfield,UK,51.7510122,0.4969225
Massachusetts,Stockbridge,US,42.282398,-73.3123684
,Stockbridge,UK,51.1140854,-1.4929702
Massachusetts,Stoneham,US,42.4802635,-71.0993581
,Stoneham,UK,50.9468729,-1.365756
Massachusetts,Stoughton,US,42.1252079,-71.1022015
,Stoughton,UK,50.894573449999996,-0.8902873436122902
,Stow (Stowe),UK,52.3557883,-3.0132582
Massachusetts,Sudbury,US,42.3834278,-71.4161725
,Sudbury,UK,52.0401524,0.7299495
Massachusetts,Suffolk County,US,42.3544455,-70.9788771
,Suffolk County,UK,52.0564606,1.1624116295099347
Massachusetts,Sunderland,US,42.4636924,-72.5805642
,Sunderland,UK,54.9058512,-1.3828727
Massachusetts,Sutton,US,42.1499283,-71.7629658
,Sutton,UK,51.357464449999995,-0.17362689496950337
Massachusetts,Taunton,US,41.9019257,-71.0931485
,Taunton,UK,51.0147895,-3.1029086
Massachusetts,Templeton,US,42.5557546,-72.0677077
,Templeton,UK,50.9148315,-3.5845852
Massachusetts,Tewksbury,US,42.6106479,-71.2342248
,Tewksbury,UK,54.9836701,-1.7200728
Massachusetts,Tisbury,US,41.4576223,-70.6156969
,Tisbury,UK,51.06269775,-2.0643693810297052
Massachusetts,West Tisbury,US,41.381005,-70.6744926
,West Tisbury,UK,51.060820899999996,-2.1191275403903704
Massachusetts,Topsfield,US,42.6390841,-70.9507469
,Topsfield,UK,52.02188204310989,0.7485435103951059
Massachusetts,Truro,US,41.993437,-70.0497457
,Truro,UK,50.2633173,-5.0518107
Massachusetts,North Truro,US,42.0334364,-70.0953025
Massachusetts,Upton,US,42.1735557,-71.6030524
,Upton,UK,52.5907194,-0.3672758
Massachusetts,Uxbridge,US,42.0768175,-71.6298483
,Uxbridge,UK,51.5449509,-0.4816672
Massachusetts,Wakefield,US,42.506484,-71.0728306
,Wakefield,UK,53.6829541,-1.4967286
Massachusetts,Waltham,US,42.3756401,-71.2358004
,Waltham,UK,51.1981586,1.0165175
Massachusetts,Wareham,US,41.7626037,-70.7217017
,Wareham,UK,50.6868972,-2.1098377
Massachusetts,Wareham Center,US,41.7667703,-70.7261464
Massachusetts,West Wareham,US,41.7898254,-70.7603143
,West Wareham,UK,50.69160325,-2.118095663593527
Massachusetts,Warwick,US,42.6823865,-72.3383824
,Warwick,UK,52.2814519,-1.5815742
Massachusetts,Westfield,US,42.1205411,-72.7489158
,Westfield,UK,51.5078758,-0.22183762336448623
Massachusetts,Westport,US,41.6220399,-71.0780195
,Westport,UK,56.5592476,-2.5888567
Massachusetts,Westwood,US,42.2186913,-71.2233829
,Westwood,UK,51.3329565,-2.278243641203895
Massachusetts,Weymouth,US,42.2212188,-70.9391625
,Weymouth,UK,50.6096257,-2.4543424
Massachusetts,Wilbraham,US,42.1229193,-72.4314583
,Wilbraham,UK,52.194124,0.2651614
Massachusetts,Winchester,US,42.4523178,-71.1369982
,Winchester,UK,51.0612766,-1.3131692
Massachusetts,Windsor,US,42.5128826,-73.0588543
,Windsor,UK,51.4837886,-0.6040418665032687
Massachusetts,Woburn,US,42.4792618,-71.1522766
,Woburn,UK,51.9887573,-0.6194406
Massachusetts,Worcester,US,42.2625621,-71.8018877
,Worcester,UK,52.1911849,-2.2206585
Massachusetts,Wrentham,US,42.0667652,-71.3281114
,Wrentham,UK,52.3846393,1.6702494
Massachusetts,Yarmouth,US,41.7056656,-70.2286314
,Yarmouth,UK,52.6071742,1.7314845
Michigan,Avon,US,41.925027,-84.9954575
,Avon,UK,52.09345017470979,-1.9404751347557299
Michigan,Baltimore Township,US,42.57372565,-85.24980185177864
Michigan,New Baltimore,US,42.6811436,-82.7368616
Michigan,Bath,US,42.8189923,-84.4489754
,Bath,UK,51.3813864,-2.3596963
Michigan,Berkley,US,42.5030909,-83.1835389
,Berkley,UK,51.2433224,-2.2727658
Michigan,Birmingham,US,42.5467012,-83.2113192
,Birmingham,UK,52.4796992,-1.9026911
Michigan,Brighton,US,42.5316918,-83.7846458
,Brighton,UK,50.8214626,-0.1400561
Michigan,Camden,US,41.7524799,-84.7573815
,Camden,UK,51.54279655,-0.16248031357798964
Michigan,Chelsea,US,42.3180163,-84.020224
,Chelsea,UK,51.4875167,-0.1687007
Michigan,Chesterfield,US,42.43318585,-83.30372934086354
,Chesterfield,UK,53.2352134,-1.4264097
Michigan,Dearborn,US,42.3222599,-83.1763145
,Dearborn,UK,51.5252143,0.16688736912070648
Michigan,Elmhurst,US,45.4961224,-84.6886533
,Elmhurst,UK,52.707846,-1.834485
Michigan,Farmington,US,42.4644795,-83.3763219
,Farmington,UK,51.8315245,-1.7988752280053433
Michigan,Garden City,US,42.3255929,-83.3310422
,Garden City,UK,53.21517,-3.006391
Michigan,Hastings,US,42.6458683,-85.2908404
,Hastings,UK,50.8553888,0.5824703
Michigan,Houghton,US,46.8591287,-88.7774734
,Houghton,UK,52.330324,-0.1150244
Michigan,Kensington,US,42.3173485,-83.25528600000001
,Kensington,UK,51.4989948,-0.1991229
Michigan,Kent County,US,43.0024013,-85.5502718
,Kent County,UK,51.27847465,0.5224654652678833
Michigan,Lansing,US,42.7338254,-84.5546295
,Lansing,UK,50.1047841,-5.390713680894812
Michigan,Lincoln,US,44.684735,-83.412194
,Lincoln,UK,53.2293545,-0.5404819
Michigan,Lincoln Park,US,42.2505943,-83.1785361
,Lincoln Park,UK,51.669812692402374,-0.5918562943513219
Michigan,Macomb County,US,42.6741189,-82.902901
Michigan,Manchester,US,42.1503178,-84.0377231
,Manchester,UK,53.4794892,-2.2451148
Michigan,Milford,US,42.5917805,-83.6000696
,Milford,UK,54.3334328,-6.6820317
Michigan,New Boston,US,42.1625408,-83.4029885
,New Boston,UK,53.4710783,-2.6551367
Michigan,New Haven,US,43.0936376,-84.1533058
,New Haven,UK,50.8277491,-3.42327355
Michigan,Oxford,US,42.8247524,-83.2646624
,Oxford,UK,51.7520131,-1.2578499
Michigan,Plymouth,US,42.3712,-83.4675021
,Plymouth,UK,50.3714122,-4.1424451
Michigan,Richmond,US,42.8091969,-82.7557554
,Richmond,UK,51.4405529,-0.3076394377337949
Michigan,Rochester,US,42.680588,-83.1338214
,Rochester,UK,51.3883811,0.504925
Michigan,Rockwood,US,42.0708765,-83.2465957
,Rockwood,UK,53.9652324,-2.0319352
Michigan,Roscommon,US,44.3326932,-84.6165164
,Roscommon,UK,50.91771095,0.4756384427734349
Michigan,Rothbury,US,43.507232,-86.347572
,Rothbury,UK,55.309632,-1.9117293
Michigan,Royal Oak,US,42.4894801,-83.1446485
,Royal Oak,UK,51.5190222,-0.1874439
Michigan,Shelby Township,US,43.5974492,-86.33795091855055
Michigan,Somerset Township,US,42.03650155,-84.4202593392476
Michigan,Sterling Heights,US,42.5803122,-83.0302033
Michigan,Surrey Township,US,43.85735875,-84.90908671812855
Michigan,Warren,US,42.4932575,-83.0062746
,Warren,UK,53.4354782,-3.0613983
Michigan,Wales Township,US,42.9439405,-82.68204756924891
Michigan,Washington Township,US,43.382429200000004,-82.68849726539784
Michigan,Waterford,US,42.7022527,-83.402718
,Waterford,UK,51.8177638,-0.0977397
Michigan,Waverly,US,42.742787,-84.62259359008827
,Waverly,UK,52.63745375,1.26659635
Michigan,Windsor,US,42.511186047434975,-83.4280456626264
,Windsor,UK,51.4837886,-0.6040418665032687
Michigan,Wexford,US,42.69914045644475,-82.74797009844255
,Wexford,UK,52.48196445,-1.962595202767351
Minnesota,Stearns county,US,45.535326,-94.6139422
Minnesota,Bradford,US,45.522464,-93.368842
,Bradford,UK,53.7944229,-1.7519186
Minnesota,Ely,US,47.901571,-91.8572479
,Ely,UK,52.3990199,0.262039
Minnesota,Kensington,US,45.778015,-95.696159
,Kensington,UK,51.4989948,-0.1991229
Minnesota,Kent,US,46.436349,-96.684799
,Kent,UK,51.20707485,0.7210361813401444
Minnesota,London,US,43.5260729,-93.0626967
,London,UK,51.4893335,-0.14405508452768728
Minnesota,London Township,US,47.2027037,-91.5696169
Minnesota,Manchester,US,43.7256327,-93.4508215
,Manchester,UK,53.4794892,-2.2451148
Minnesota,New Brighton,US,45.0628999,-93.2060969
,New Brighton,UK,53.4385649,-3.043422
Minnesota,New London,US,45.3010756,-94.9441773
,New London,UK,58.8356775,-2.8993399454931374
Minnesota,Plymouth,US,45.0065149,-93.46651
,Plymouth,UK,50.3714122,-4.1424451
Minnesota,Rochester,US,44.0234387,-92.4630182
,Rochester,UK,51.3883811,0.504925
Mississippi,Bolton,US,32.3493122,-90.4600958
,Bolton,UK,53.5782863,-2.4300367
Mississippi,Bude,US,31.4629491,-90.8501014
,Bude,UK,50.8285252,-4.5469361
Mississippi,Oxford,US,34.3663773,-89.5187664
,Oxford,UK,51.7520131,-1.2578499
Mississippi,Plymouth,US,33.5126191,-88.4925427
,Plymouth,UK,50.3714122,-4.1424451
Mississippi,Suffolk,US,31.4612811,-90.966213
,Suffolk,UK,52.241001350000005,1.0465716091328372
Missouri,Alton,US,36.694499,-91.3996318
,Alton,UK,51.1489036,-0.9757677
Missouri,Birmingham,US,39.1649319,-94.4504605
,Birmingham,UK,52.4796992,-1.9026911
Missouri,Bosworth,US,39.469745,-93.3346524
,Bosworth,UK,55.04073815014853,-1.5709647939541345
Missouri,Brentwood,US,38.6175522,-90.3492829
,Brentwood,UK,51.6201654,0.3018662
Missouri,Chesterfield,US,38.661953,-90.5643258
,Chesterfield,UK,53.2352134,-1.4264097
Missouri,Clayton,US,38.6504352,-90.3362473
,Clayton,UK,53.7814093,-1.8181026
Missouri,Essex,US,36.8125531,-89.8614765
,Essex,UK,51.77046785,0.46466977412300386
Missouri,Everton,US,37.3425477,-93.702428
,Everton,UK,52.1462041,-0.2430129
Missouri,Farmington,US,37.7803037,-90.4226371
,Farmington,UK,51.8315245,-1.7988752280053433
Missouri,Lancaster,US,40.5208627,-92.5279662
,Lancaster,UK,54.0484068,-2.7990345
Missouri,Lincoln,US,39.0605477,-90.959359
,Lincoln,UK,53.2293545,-0.5404819
Missouri,Manchester,US,38.5925305,-90.5107453
,Manchester,UK,53.4794892,-2.2451148
Missouri,Mansfield,US,37.1067189,-92.5807231
,Mansfield,UK,53.1443785,-1.1964165
Missouri,New London,US,39.5853222,-91.4009835
,New London,UK,58.8356775,-2.8993399454931374
Missouri,Plymouth,US,39.5966825,-93.7018796
,Plymouth,UK,50.3714122,-4.1424451
Missouri,Salisbury,US,39.4239175,-92.8015773
,Salisbury,UK,51.0690613,-1.7954134
Missouri,Shrewsbury,US,38.586746500000004,-90.32696645904127
,Shrewsbury,UK,52.707755,-2.7540658
Missouri,Stockton,US,37.6989279,-93.796044
,Stockton,UK,51.13402055,-2.034661787440431
Missouri,Washington,US,37.9559513,-90.879099
,Washington,UK,54.898614,-1.528827
Missouri,Weatherby,US,39.9094455,-94.2443945
,Weatherby,UK,51.88738388101012,-0.5407081685627574
Missouri,Wellington,US,39.1341762,-93.9827222
,Wellington,UK,50.978376,-3.2275504
Missouri,Winchester,US,38.5903311,-90.5279
,Winchester,UK,51.0612766,-1.3131692
Missouri,Windsor,US,38.5322401,-93.5221545
,Windsor,UK,51.4837886,-0.6040418665032687
Missouri,Worthington,US,40.4083599,-92.6888065
,Worthington,UK,52.781203,-1.3964134
Montana,Billings,US,45.7874957,-108.49607
,Billings,UK,51.4263684,-0.0522901
Nebraska,Amherst,US,40.8383373,-99.2701908
,Amherst,UK,52.38938855,0.2668269857979859
Nebraska,Burwell,US,41.7816186,-99.1353198
,Burwell,UK,52.2757688,0.3282566
Nebraska,Cambridge,US,40.2820371,-100.1660494
,Cambridge,UK,52.2055314,0.1186637
Nebraska,Crawford,US,42.6867264,-103.4133215
,Crawford,UK,55.4695075,-3.6535274
Nebraska,Crofton,US,42.732448,-97.496068
,Crofton,UK,53.657466799999995,-1.432570382376714
Nebraska,Danbury,US,40.0403556,-100.4054099
,Danbury,UK,51.7109,0.5783784792198463
Nebraska,Exeter,US,40.644174,-97.450327
,Exeter,UK,50.7256138,-3.5269209
Nebraska,Hartington,US,42.6224992,-97.2644985
,Hartington,UK,53.1464438,-1.7779614
Nebraska,Hastings,US,40.5861322,-98.3898883
,Hastings,UK,50.8553888,0.5824703
Nebraska,Hampton,US,40.8796714,-97.8858823
,Hampton,UK,51.4150272,-0.3691409
Nebraska,Lancaster County,US,40.9515685,-96.6909842
,Lancaster County,UK,54.0508155,-2.8035118
Nebraska,Lincoln,US,40.8088861,-96.7077751
,Lincoln,UK,53.2293545,-0.5404819
Nebraska,Lexington,US,40.7788486,-99.7414869
,Lexington,UK,51.5576818,-0.27783920100609966
,London,UK,51.4893335,-0.14405508452768728
Nebraska,Oxford,US,40.2483929,-99.6336133
,Oxford,UK,51.7520131,-1.2578499
Nebraska,Sutton,US,40.6065876,-97.8593988
,Sutton,UK,51.357464449999995,-0.17362689496950337
Nebraska,Wakefield,US,42.2692593,-96.8649303
,Wakefield,UK,53.6829541,-1.4967286
Nebraska,Washington,US,41.5407766,-96.246548
,Washington,UK,54.898614,-1.528827
Nebraska,Weston,US,41.1918624,-96.7434919
,Weston,UK,51.3471927,-2.9778916
Nebraska,York,US,40.871617,-97.6001401
,York,UK,53.96565785,-1.0743052444639218
Nevada,Ely,US,39.2480588,-114.891718
,Ely,UK,52.3990199,0.262039
New Hampshire,Alton,US,43.452919,-71.218185
,Alton,UK,51.1489036,-0.9757677
New Hampshire,Andover,US,43.4366616,-71.8197481
,Andover,UK,51.2078275,-1.479355
New Hampshire,Barrington,US,43.223191,-71.047211
,Barrington,UK,52.1277434,0.0371088
New Hampshire,Bath,US,44.1673526,-71.9654925
,Bath,UK,51.3813864,-2.3596963
New Hampshire,Bedford,US,42.9464737,-71.5159015
,Bedford,UK,52.1363806,-0.4675041
New Hampshire,Bradford,US,43.270206,-71.960449
,Bradford,UK,53.7944229,-1.7519186
New Hampshire,Brentwood,US,42.9786981,-71.0728369
,Brentwood,UK,51.6201654,0.3018662
New Hampshire,Bridgewater,US,43.63856,-71.736603
,Bridgewater,UK,51.535283500000006,-0.008877468796799647
New Hampshire,Bristol,US,43.591333,-71.737289
,Bristol,UK,51.4538022,-2.5972985
New Hampshire,Canterbury,US,43.337165,-71.565628
,Canterbury,UK,51.2800275,1.0802533
New Hampshire,Chatham,US,44.1640556,-71.0104019
,Chatham,UK,51.3819167,0.526559
New Hampshire,Chesham,US,42.930637,-72.1486944
,Chesham,UK,51.7052231,-0.611116
New Hampshire,Chester,US,42.9567525,-71.2572846
,Chester,UK,53.1908873,-2.8908955
New Hampshire,Chichester,US,43.249704,-71.400146
,Chichester,UK,50.8364862,-0.7791721
New Hampshire,Concord,US,43.207178,-71.537476
,Concord,UK,54.912751,-1.5223174
New Hampshire,Croydon,US,43.4509369,-72.1621924
,Croydon,UK,51.3713049,-0.101957
New Hampshire,Derry,US,42.8808677,-71.3264492
,Derry,UK,54.9978678,-7.3213056
New Hampshire,Dorchester,US,43.7565057,-71.9490529
,Dorchester,UK,50.7132064,-2.4371229
New Hampshire,Dover,US,43.1981117,-70.8739761
,Dover,UK,51.1251275,1.3134228
New Hampshire,Durham,US,43.134564,-70.927048
,Durham,UK,54.666667,-1.75
New Hampshire,Epping,US,43.0394461,-71.0730253
,Epping,UK,51.6982689,0.1102918
New Hampshire,Epsom,US,43.223191,-71.332169
,Epsom,UK,51.3326098,-0.2678212
New Hampshire,Exeter,US,42.981477,-70.9478343
,Exeter,UK,50.7256138,-3.5269209
New Hampshire,Hampstead,US,42.8745323,-71.1811714
,Hampstead,UK,51.55653,-0.1783011
New Hampshire,Hampton,US,42.9417199,-70.8378746
,Hampton,UK,51.4150272,-0.3691409
New Hampshire,Kensington,US,42.9283343,-70.9434892
,Kensington,UK,51.4989948,-0.1991229
New Hampshire,Lancaster,US,44.4899062,-71.5694506
,Lancaster,UK,54.0484068,-2.7990345
New Hampshire,Lincoln,US,44.0457502,-71.6705978
,Lincoln,UK,53.2293545,-0.5404819
New Hampshire,Litchfield,US,42.8442536,-71.4797889
,Litchfield,UK,51.2826256,-1.3388563
New Hampshire,Londonderry,US,42.8650869,-71.3739532
,Londonderry,UK,54.9978678,-7.3213056
New Hampshire,Lyme,US,43.8103534,-72.1551022
,Lyme,UK,51.48137855,0.3791214000000005
New Hampshire,Manchester,US,42.9956397,-71.4547891
,Manchester,UK,53.4794892,-2.2451148
New Hampshire,Marlborough,US,42.9039241,-72.2072154
,Marlborough,UK,51.420633,-1.7251743451994652
New Hampshire,Marlow,US,43.1160964,-72.1975217
,Marlow,UK,51.5718706,-0.7769654
New Hampshire,New Castle,US,43.0664172,-70.7198542
,New Castle,UK,51.8514007,-2.8035445
New Hampshire,New Ipswich,US,42.7481421,-71.8542429
,New Ipswich,UK,52.0263446,1.2139248030671141
New Hampshire,New London,US,43.414026,-71.985168
,New London,UK,58.8356775,-2.8993399454931374
New Hampshire,Newington,US,43.100482,-70.834351
,Newington,UK,51.0945785,1.1160576
New Hampshire,Newmarket,US,43.082931,-70.935974
,Newmarket,UK,52.2443103,0.4065503
New Hampshire,Northumberland,US,44.5638732,-71.5579675
,Northumberland,UK,55.25,-2.000559
New Hampshire,Nottingham,US,43.115019,-71.100082
,Nottingham,UK,52.9534193,-1.1496461
New Hampshire,Plaistow,US,42.8364781,-71.0947805
,Plaistow,UK,51.5311544,0.0166833
New Hampshire,Portsmouth,US,43.0702223,-70.7548621
,Portsmouth,UK,50.800031,-1.0906023
New Hampshire,Richmond,US,42.7546949,-72.2718887
,Richmond,UK,51.4405529,-0.3076394377337949
New Hampshire,Rochester,US,43.3050631,-70.9753629
,Rochester,UK,51.3883811,0.504925
New Hampshire,Rye,US,43.0120186,-70.7719426
,Rye,UK,50.9511871,0.7327667
New Hampshire,Sandown,US,42.928698,-71.1870053
,Sandown,UK,50.6530593,-1.1536287
New Hampshire,Stratham,US,43.0244129,-70.9122808
New Hampshire,Strafford,US,43.3312505,-71.0399927
,Strafford,UK,50.835425,-0.1415053
New Hampshire,Surry,US,43.0179363,-72.3212795
,Surry,UK,50.833253957626695,-0.26996562199325924
New Hampshire,Tamworth,US,43.860277,-71.263504
,Tamworth,UK,52.6345819,-1.6948438
New Hampshire,Wakefield,US,43.5685871,-71.0297823
,Wakefield,UK,53.6829541,-1.4967286
New Hampshire,Westmoreland,US,42.9620253,-72.4423102
,Westmoreland,UK,51.3788171,-2.3695986
New Hampshire,Wilton,US,42.843419,-71.7350741
,Wilton,UK,51.0805315,-1.8607051
New Hampshire,Woodstock,US,43.9774677,-71.6848147
,Woodstock,UK,51.8474887,-1.3545343
New Jersey,Barrington,US,39.8648357,-75.0551714
,Barrington,UK,52.1277434,0.0371088
New Jersey,Bedminster,US,40.6741476,-74.6809503
,Bedminster,UK,51.4367393,-2.6042197
New Jersey,Birmingham,US,39.9759462,-74.7101596
,Birmingham,UK,52.4796992,-1.9026911
New Jersey,Bloomsbury,US,40.6539892,-75.0865619
,Bloomsbury,UK,51.5210963,-0.1289635
New Jersey,Bridgewater,US,40.5598127,-74.5517146
,Bridgewater,UK,51.535283500000006,-0.008877468796799647
New Jersey,"Camden, New Jersey",US,39.9448402,-75.1198911
New Jersey,Chester,US,40.7842667,-74.6968284
,Chester,UK,53.1908873,-2.8908955
New Jersey,Clifton,US,40.8584328,-74.1637553
,Clifton,UK,51.4615884,-2.6202846
New Jersey,Cumberland County,US,39.3183341,-75.1623239
New Jersey,Dover,US,40.883988,-74.5621025
,Dover,UK,51.1251275,1.3134228
New Jersey,Essex County,US,40.7913922,-74.2479444
,Essex County,UK,51.77046785,0.46466977412300386
New Jersey,Evesham Township,US,39.851752,-74.89174118371643
New Jersey,Gloucester City,US,39.8918622,-75.1161897
,Gloucester City,UK,51.86583115,-2.2440624219667553
New Jersey,Gloucester County,US,39.7267303,-75.1535378
,Gloucester County,UK,51.9966442,-2.440428
New Jersey,Gloucester Township,US,39.7892305,-75.04765195947174
New Jersey,Greenwich,US,40.684731,-75.13472389357773
,Greenwich,UK,51.4820845,-0.0045417
New Jersey,Lyndhurst,US,40.8120247,-74.1242816
,Lyndhurst,UK,50.8727657,-1.5748436
,Manchester,UK,53.4794892,-2.2451148
New Jersey,Margate City,US,39.327894,-74.5034858
,Margate City,UK,51.43864119498126,-2.583609363027721
New Jersey,Middlesex,US,40.4279708,-74.3963102
,Middlesex,UK,51.546055800000005,-0.2537791389340719
New Jersey,Middlesex County,US,40.4279708,-74.3963102
,Middlesex County,UK,51.5957222,-0.1864771293204509
New Jersey,Newark,US,40.735657,-74.1723667
,Newark,UK,53.0736266,-0.8005422346357507
New Jersey,Ridgewood,US,40.9796683,-74.1194403
,Ridgewood,UK,50.9578051,0.1018509
New Jersey,Ringwood,US,41.113429,-74.2454254
,Ringwood,UK,50.829262299999996,-1.7711280913147434
New Jersey,Shrewsbury,US,40.3295547,-74.0615285
,Shrewsbury,UK,52.707755,-2.7540658
New Jersey,Shrewsbury Township,US,40.3120839,-74.0732274
New Jersey,Southampton,US,39.931466,-74.7380885
,Southampton,UK,50.9025349,-1.404189
New Jersey,Stockton,US,40.407883,-74.9782238
,Stockton,UK,51.13402055,-2.034661787440431
New Jersey,Stafford Township,US,39.7114651,-74.2779616
New Jersey,Stratford,US,39.8267807,-75.0154461
,Stratford,UK,52.1927803,-1.70634
New Jersey,Somerset,US,40.5675084,-74.6189556
,Somerset,UK,51.161750850000004,-3.0753867062227487
New Jersey,Somerset County,US,40.5675084,-74.6189556
,Somerset County,UK,51.0189186,-3.100862448979592
New Jersey,Sussex,US,41.133372,-74.6930393
,Sussex,UK,50.94451385000001,-0.062267328417847545
New Jersey,Sussex County,US,41.133372,-74.6930393
,Sussex County,UK,50.8310079,-0.16363663167577136
New Jersey,Ventnor,US,39.3405045,-74.4773916
,Ventnor,UK,50.594976,-1.2029747
New Jersey,Washington,US,40.7584326,-74.9793378
,Washington,UK,54.898614,-1.528827
New Jersey,Weymouth,US,39.4256288,-74.7824558
,Weymouth,UK,50.6096257,-2.4543424
New Jersey,Woodbury,US,39.8381691,-75.1526774
,Woodbury,UK,50.67597685,-3.4061001495509577
New Jersey,Woolwich,US,39.741482500000004,-75.34805549921285
,Woolwich,UK,51.4826696,0.0623335
